loss_avg;epoch;iteration;global_iteration
2.0700769424438477;0;1;1
2.085590362548828;0;2;2
0.6236957907676697;1;1;3
0.37506890296936035;1;2;4
0.2412150651216507;2;1;5
0.34693771600723267;2;2;6
