lr;epoch;iteration;global_iteration
4.6296296296296294e-05;0;1;1
3.7037037037037037e-05;0;2;2
2.7777777777777776e-05;1;1;3
1.8518518518518518e-05;1;2;4
9.259259259259259e-06;2;1;5
