loss_avg;epoch;iteration;global_iteration
1.818472146987915;0;1;1
1.8037782907485962;0;2;2
0.5802977681159973;1;1;3
0.6492771506309509;1;2;4
0.424233615398407;2;1;5
0.285639226436615;2;2;6
