loss_avg;epoch;iteration;global_iteration
1.8890668153762817;0;1;1
1.8111721277236938;0;2;2
0.630858838558197;1;1;3
0.34152713418006897;1;2;4
0.3863869905471802;2;1;5
0.189553365111351;2;2;6
