loss_avg;epoch;iteration;global_iteration
1.5417616367340088;0;1;1
1.591064214706421;0;2;2
0.5089617371559143;1;1;3
0.47745946049690247;1;2;4
0.3319341242313385;2;1;5
0.17219606041908264;2;2;6
